"","County_UD","% Persons with a disability aged 0-14","% Persons with a disability aged 15 - 44","% Persons with a disability aged 25 - 44","% Persons with a disability aged 45 - 64","% Persons with a disability aged 65 Plus"
"4724","Galway City",4.5,4.5,13.6,22.7,54.5
"4725","Galway City",0,41.7,13.9,19.4,25
"4726","Galway City",1.6,1.6,21,29,46.8
"4727","Galway City",5.6,8.3,22.2,41.7,22.2
"4728","Galway City",2.4,4.8,11.9,19,61.9
"4729","Galway City",6.3,12.5,28.1,40.6,12.5
"4730","Galway City",2.5,10,12.5,22.5,52.5
"4731","Galway City",0,9.1,12.1,24.2,54.5
"4732","Galway City",0,2.8,19.4,25,52.8
"4733","Galway City",2.6,2.6,10.3,17.9,66.7
"4734","Galway City",0,72.7,27.3,0,0
"4735","Galway City",6.5,29,22.6,32.3,9.7
"4736","Galway City",10.7,32.1,35.7,10.7,10.7
"4737","Galway City",3.2,19.4,25.8,48.4,3.2
"4738","Galway City",0,33.3,33.3,25,8.3
"4739","Galway City",0,10,40,20,30
"4740","Galway City",11.6,16.3,27.9,30.2,14
"4741","Galway City",0,8.3,27.1,25,39.6
"4742","Galway City",0,25,17.5,20,37.5
"4743","Galway City",3.4,3.4,17.2,34.5,41.4
"4744","Galway City",6.5,4.3,19.6,41.3,28.3
"4745","Galway City",16.7,11.1,19.4,41.7,11.1
"4746","Galway City",2.2,2.2,15.6,33.3,46.7
"4747","Galway City",6.1,8.2,14.3,28.6,42.9
"4748","Galway City",0,12.5,17.9,5.4,64.3
"4749","Galway City",0,17.2,6.9,55.2,20.7
"4750","Galway City",0,3.7,22.2,37,37
"4751","Galway City",0,18.5,22.2,33.3,25.9
"4752","Galway City",0,14.3,14.3,28.6,42.9
"4753","Galway City",0,37.5,25,25,12.5
"4754","Galway City",0,0,20.6,26.5,52.9
"4755","Galway City",0,0,15,15,70
"4756","Galway City",0,9.1,22.7,59.1,9.1
"4757","Galway City",0,13.6,36.4,22.7,27.3
"4758","Galway City",0,9.1,27.3,18.2,45.5
"4759","Galway City",26.2,13.8,32.3,23.1,4.6
"4760","Galway City",28.6,7.1,50,10.7,3.6
"4761","Galway City",0,16.7,83.3,0,0
"4762","Galway City",3.6,17.9,21.4,32.1,25
"4763","Galway City",18.9,8.1,24.3,32.4,16.2
"4764","Galway City",2.9,23.5,17.6,41.2,14.7
"4765","Galway City",18.8,0,62.5,18.8,0
"4766","Galway City",20.8,12.5,45.8,20.8,0
"4767","Galway City",3.1,6.3,25,34.4,31.3
"4768","Galway City",0,23.1,19.2,30.8,26.9
"4769","Galway City",16.1,12.9,16.1,22.6,32.3
"4770","Galway City",0,33.3,9.5,42.9,14.3
"4771","Galway City",6.9,0,6.9,17.2,69
"4772","Galway City",2.7,8.1,27,16.2,45.9
"4773","Galway City",5.7,8.6,20,22.9,42.9
"4774","Galway City",0,2.2,15.2,21.7,60.9
"4775","Galway City",16.7,6.7,10,10,56.7
"4776","Galway City",6.3,6.3,40.6,9.4,37.5
"4777","Galway City",2.4,4.8,9.5,33.3,50
"4778","Galway City",2.1,6.3,25,20.8,45.8
"4779","Galway City",2.7,5.4,8.1,10.8,73
"4780","Galway City",4.7,4.7,7,30.2,53.5
"4781","Galway City",2.1,4.2,14.6,27.1,52.1
"4782","Galway City",0,17.4,26.1,17.4,39.1
"4783","Galway City",4.2,8.3,25,45.8,16.7
"4784","Galway City",0,10.3,20.7,27.6,41.4
"4785","Galway City",0,25,41.7,25,8.3
"4786","Galway City",2.1,0,17,4.3,76.6
"4787","Galway City",7.7,7.7,38.5,30.8,15.4
"4788","Galway City",0,20,60,20,0
"4789","Galway City",10.2,8.2,12.2,30.6,38.8
"4790","Galway City",8.8,8.8,38.2,26.5,17.6
"4791","Galway City",7.7,7.7,53.8,30.8,0
"4792","Galway City",6.7,2.2,20,28.9,42.2
"4793","Galway City",8.8,8.8,42.1,24.6,15.8
"4794","Galway City",8,4,16,20,52
"4795","Galway City",3.4,6.9,10.3,13.8,65.5
"4796","Galway City",5.6,2.8,8.3,36.1,47.2
"4797","Galway City",0,7.3,12.2,39,41.5
"4798","Galway City",5.6,5.6,13.9,33.3,41.7
"4799","Galway City",2.9,20.6,14.7,26.5,35.3
"4800","Galway City",0,0,26.1,39.1,34.8
"4801","Galway City",0,10,15,45,30
"4802","Galway City",2.1,6,13.7,24.4,53.8
"4803","Galway City",0,9.1,27.3,27.3,36.4
"4804","Galway City",6.5,9.7,29,25.8,29
"4805","Galway City",0,15.4,15.4,19.2,50
"4806","Galway City",0,10.8,16.2,27,45.9
"4807","Galway City",5.9,23.5,35.3,5.9,29.4
"4808","Galway City",0,27.3,63.6,9.1,0
"4809","Galway City",0,28.6,52.4,9.5,9.5
"4810","Galway City",0,25,50,25,0
"4811","Galway City",2.4,0,7.1,40.5,50
"4812","Galway City",2.6,5.3,15.8,52.6,23.7
"4813","Galway City",0,25,37.5,37.5,0
"4814","Galway City",8.3,41.7,25,0,25
"4815","Galway City",0,6.3,12.5,37.5,43.8
"4816","Galway City",0,25,16.7,33.3,25
"4817","Galway City",4.2,16.7,20.8,33.3,25
"4818","Galway City",15,7.5,40,27.5,10
"4819","Galway City",6.7,30,46.7,16.7,0
"4820","Galway City",0,10,15,20,55
"4821","Galway City",0,9.1,18.2,45.5,27.3
"4822","Galway City",9.1,9.1,21.2,21.2,39.4
"4823","Galway City",3.8,15.4,7.7,38.5,34.6
"4824","Galway City",0,0,11.1,25.9,63
"4825","Galway City",8.7,0,17.4,26.1,47.8
"4826","Galway City",0,92.3,7.7,0,0
"4827","Galway City",26.7,26.7,40,6.7,0
"4828","Galway City",10.3,17.2,31,27.6,13.8
"4829","Galway City",7.5,10,30,35,17.5
"4830","Galway City",0,15.8,31.6,31.6,21.1
"4831","Galway City",3.4,11.9,20.3,27.1,37.3
"4832","Galway City",5.5,3.6,14.5,49.1,27.3
"4833","Galway City",2,0,8.2,10.2,79.6
"4834","Kerry",5.2,1.7,8.6,19,65.5
"4835","Kerry",10,7.5,27.5,32.5,22.5
"4836","Kerry",3.1,6.3,21.9,34.4,34.4
"4837","Kerry",12.1,6.1,15.2,27.3,39.4
"4838","Kerry",20,8,44,16,12
"4839","Kerry",0,5.6,22.2,33.3,38.9
"4840","Kerry",11.1,7.4,14.8,29.6,37
"4841","Kerry",0,3.7,7.4,33.3,55.6
"4842","Kerry",23.8,0,19,14.3,42.9
"4843","Kerry",13,8.7,21.7,26.1,30.4
"4844","Kerry",0,13,21.7,30.4,34.8
"4845","Kerry",3.1,6.3,31.3,25,34.4
"4846","Kerry",23.9,4.3,21.7,23.9,26.1
"4847","Kerry",13.9,8.3,5.6,30.6,41.7
"4848","Kerry",0,5.3,0,52.6,42.1
"4849","Kerry",3.3,6.7,26.7,36.7,26.7
"4850","Kerry",18.8,4.2,16.7,31.3,29.2
"4851","Kerry",12,8,20,20,40
"4852","Kerry",0,8.3,16.7,33.3,41.7
"4853","Kerry",8.3,8.3,25,16.7,41.7
"4854","Kerry",11.5,9.6,21.2,36.5,21.2
"4855","Kerry",14.8,3.7,33.3,25.9,22.2
"4856","Kerry",0,22.7,9.1,40.9,27.3
"4857","Kerry",0,12.1,6.1,24.2,57.6
"4858","Kerry",8.3,4.2,12.5,20.8,54.2
"4859","Kerry",7.7,2.6,2.6,17.9,69.2
"4860","Kerry",4.3,0,4.3,34.8,56.5
"4861","Kerry",0,6.9,0,31,62.1
"4862","Kerry",10,10,23.3,26.7,30
"4863","Kerry",15.4,0,7.7,30.8,46.2
"4864","Kerry",5.6,5.6,11.1,22.2,55.6
"4865","Kerry",12.1,6.1,18.2,33.3,30.3
"4866","Kerry",21.7,4.3,13,30.4,30.4
"4867","Kerry",0,11.1,33.3,0,55.6
"4868","Kerry",11.8,5.9,5.9,17.6,58.8
"4869","Kerry",0,3.3,23.3,20,53.3
"4870","Kerry",5.3,7.9,5.3,36.8,44.7
"4871","Kerry",8.7,6.5,10.9,19.6,54.3
"4872","Kerry",7.3,12.7,9.1,38.2,32.7
"4873","Kerry",18.8,0,12.5,31.3,37.5
"4874","Kerry",0,0,8.3,33.3,58.3
"4875","Kerry",13.3,6.7,6.7,36.7,36.7
"4876","Kerry",22.2,11.1,11.1,33.3,22.2
"4877","Kerry",13.3,6.7,20,13.3,46.7
"4878","Kerry",0,7.1,14.3,21.4,57.1
"4879","Kerry",0,5.9,11.8,35.3,47.1
"4880","Kerry",19,0,14.3,23.8,42.9
"4881","Kerry",23.1,3.8,11.5,30.8,30.8
"4882","Kerry",7.7,0,25.6,48.7,17.9
"4883","Kerry",10,10,15,35,30
"4884","Kerry",3.2,6.5,19.4,35.5,35.5
"4885","Kerry",11.1,5.6,5.6,33.3,44.4
"4886","Kerry",3.6,3.6,25,17.9,50
"4887","Kerry",14.3,0,7.1,14.3,64.3
"4888","Kerry",5.9,0,11.8,29.4,52.9
"4889","Kerry",5.6,11.1,22.2,38.9,22.2
"4890","Kerry",2.4,17.1,22,26.8,31.7
"4891","Kerry",6.5,3.2,3.2,25.8,61.3
"4892","Kerry",6.5,3.2,16.1,41.9,32.3
"4893","Kerry",5.9,17.6,23.5,23.5,29.4
"4894","Kerry",6.7,13.3,6.7,33.3,40
"4895","Kerry",5.9,11.8,11.8,11.8,58.8
"4896","Kerry",9.5,14.3,9.5,23.8,42.9
"4897","Kerry",0,4.2,25,25,45.8
"4898","Kerry",13.6,9.1,13.6,45.5,18.2
"4899","Kerry",15.4,11.5,11.5,30.8,30.8
"4900","Kerry",0,13.8,31,27.6,27.6
"4901","Kerry",13.2,2.6,26.3,31.6,26.3
"4902","Kerry",14.3,9.5,42.9,28.6,4.8
"4903","Kerry",20,10,30,20,20
"4904","Kerry",10,5,5,30,50
"4905","Kerry",0,0,10,50,40
"4906","Kerry",16,0,20,28,36
"4907","Kerry",10,6,10,14,60
"4908","Kerry",0,5.3,15.8,42.1,36.8
"4909","Kerry",4.8,9.5,14.3,42.9,28.6
"4910","Kerry",7.4,7.4,11.1,40.7,33.3
"4911","Kerry",10.3,15.4,12.8,30.8,30.8
"4912","Kerry",0,0,29.4,29.4,41.2
"4913","Kerry",9.8,4.9,19.5,29.3,36.6
"4914","Kerry",23.8,0,9.5,33.3,33.3
"4915","Kerry",18.2,27.3,18.2,18.2,18.2
"4916","Kerry",29,12.9,16.1,22.6,19.4
"4917","Kerry",7.4,7.4,25.9,25.9,33.3
"4918","Kerry",5.6,0,13.9,33.3,47.2
"4919","Kerry",10.7,7.1,10.7,35.7,35.7
"4920","Kerry",6.3,6.3,6.3,31.3,50
"4921","Kerry",3.7,3.7,11.1,33.3,48.1
"4922","Kerry",4.8,4.8,9.5,23.8,57.1
"4923","Kerry",14.3,4.8,14.3,38.1,28.6
"4924","Kerry",0,30,10,20,40
"4925","Kerry",7.1,7.1,0,42.9,42.9
"4926","Kerry",8.7,0,13,39.1,39.1
"4927","Kerry",9.1,9.1,18.2,18.2,45.5
"4928","Kerry",4,8,12,32,44
"4929","Kerry",15,0,25,15,45
"4930","Kerry",10,5,30,27.5,27.5
"4931","Kerry",0,0,11.1,38.9,50
"4932","Kerry",28.6,0,0,28.6,42.9
"4933","Kerry",0,0,35,45,20
"4934","Kerry",11.8,5.9,5.9,35.3,41.2
"4935","Kerry",21.1,21.1,15.8,15.8,26.3
"4936","Kerry",2.9,2.9,20,22.9,51.4
"4937","Kerry",18.2,4.5,4.5,22.7,50
"4938","Kerry",0,20,20,0,60
"4939","Kerry",7.7,0,15.4,30.8,46.2
"4940","Kerry",11.5,19.2,19.2,7.7,42.3
"4941","Kerry",0,0,28.6,35.7,35.7
"4942","Kerry",6.7,6.7,13.3,6.7,66.7
"4943","Kerry",16.7,0,16.7,38.9,27.8
"4944","Kerry",9.5,4.8,19,23.8,42.9
"4945","Kerry",0,6.3,9.4,31.3,53.1
"4946","Kerry",16.7,4.2,4.2,37.5,37.5
"4947","Kerry",0,5.9,23.5,23.5,47.1
"4948","Kerry",0,13.3,33.3,13.3,40
"4949","Kerry",16.7,0,16.7,8.3,58.3
"4950","Kerry",6.7,6.7,6.7,20,60
"4951","Kerry",0,11.1,22.2,44.4,22.2
"4952","Kerry",14.3,0,14.3,35.7,35.7
"4953","Kerry",21.4,0,10.7,32.1,35.7
"4954","Kerry",0,0,14.8,25.9,59.3
"4955","Kerry",6.7,13.3,13.3,40,26.7
"4956","Kerry",3.3,3.3,3.3,26.7,63.3
"4957","Kerry",2.6,5.1,10.3,30.8,51.3
"4958","Kerry",9.4,6.3,9.4,31.3,43.8
"4959","Kerry",2.3,4.5,6.8,50,36.4
"4960","Kerry",6.3,6.3,9.4,31.3,46.9
"4961","Kerry",16.4,9.8,21.3,27.9,24.6
"4962","Kerry",6.5,16.1,16.1,35.5,25.8
"4963","Kerry",4.7,7,20.9,25.6,41.9
"4964","Kerry",12.5,4.2,8.3,33.3,41.7
"4965","Kerry",9.5,28.6,23.8,19,19
"4966","Kerry",16.7,0,44.4,11.1,27.8
"4967","Kerry",14.8,11.1,22.2,25.9,25.9
"4968","Kerry",10,0,5,20,65
"4969","Kerry",18.2,6.1,18.2,15.2,42.4
"4970","Kerry",19.4,9.7,3.2,22.6,45.2
"4971","Kerry",6.9,0,17.2,24.1,51.7
"4972","Kerry",26.3,0,26.3,26.3,21.1
"4973","Kerry",18.8,3.1,12.5,15.6,50
"4974","Kerry",22.7,27.3,4.5,27.3,18.2
"4975","Kerry",11.8,0,17.6,29.4,41.2
"4976","Kerry",8.3,0,12.5,37.5,41.7
"4977","Kerry",10,12.5,15,15,47.5
"4978","Kerry",5.3,5.3,0,36.8,52.6
"4979","Kerry",10.3,13.8,10.3,34.5,31
"4980","Kerry",14.8,0,7.4,29.6,48.1
"4981","Kerry",0,0,0,0,99.9
"4982","Kerry",6.4,3.8,7.7,12.8,69.2
"4983","Kerry",0,6.3,25,18.8,50
"4984","Kerry",5.3,10.5,36.8,18.4,28.9
"4985","Kerry",15.4,19.2,11.5,26.9,26.9
"4986","Kerry",0,6.3,25,25,43.8
"4987","Kerry",5.9,0,11.8,17.6,64.7
"4988","Kerry",12,4,20,12,52
"4989","Kerry",5,5,20,35,35
"4990","Kerry",0,0,26.9,34.6,38.5
"4991","Kerry",9.1,9.1,15.2,30.3,36.4
"4992","Kerry",8.8,8.8,14.7,41.2,26.5
"4993","Kerry",10.3,2.6,7.7,35.9,43.6
"4994","Kerry",5.1,5.1,17.9,38.5,33.3
"4995","Kerry",16.3,4.7,20.9,32.6,25.6
"4996","Kerry",18.8,6.3,12.5,31.3,31.3
"4997","Kerry",0,16.7,16.7,27.8,38.9
"4998","Kerry",0,5.9,29.4,17.6,47.1
"4999","Kerry",8,8,12,28,44
"5000","Kerry",0,11.1,11.1,11.1,66.7
"5001","Kerry",5.6,11.1,38.9,22.2,22.2
"5002","Kerry",10,7.5,7.5,12.5,62.5
"5003","Kerry",3.2,6.5,9.7,22.6,58.1
"5004","Kerry",0,4.8,28.6,19,47.6
"5005","Kerry",16.7,5.6,16.7,27.8,33.3
"5006","Kerry",3.3,0,6.7,30,60
"5007","Kerry",5.9,0,29.4,17.6,47.1
"5008","Kerry",1.5,1.5,4.5,12.1,80.3
"5009","Kerry",0,0,18.2,45.5,36.4
"5010","Kerry",6.3,0,25,43.8,25
"5011","Kerry",3.2,6.5,16.1,25.8,48.4
"5012","Kerry",11.8,5.9,20.6,52.9,8.8
"5013","Kerry",5.3,5.3,10.5,10.5,68.4
"5014","Kerry",3.3,3.3,23.3,30,40
"5015","Kerry",0,0,30,30,40
"5016","Kerry",12.5,0,37.5,12.5,37.5
"5017","Kerry",23.1,0,0,38.5,38.5
"5018","Kerry",5.6,5.6,11.1,27.8,50
"5019","Kerry",25.8,16.1,6.5,32.3,19.4
"5020","Kerry",3.7,7.4,29.6,33.3,25.9
"5021","Kerry",10,15,10,40,25
"5022","Kerry",17.2,10.3,10.3,31,31
"5023","Kerry",5,0,0,50,45
"5024","Kerry",0,0,35.3,11.8,52.9
"5025","Kerry",11.5,0,23.1,15.4,50
"5026","Kerry",10.7,3.6,10.7,28.6,46.4
"5027","Kerry",4.8,9.5,9.5,28.6,47.6
"5028","Kerry",11.5,11.5,19.2,30.8,26.9
"5029","Kerry",4,4,24,40,28
"5030","Kerry",16.7,0,12.5,33.3,37.5
"5031","Kerry",16.7,5.6,22.2,27.8,27.8
"5032","Kerry",8.3,16.7,33.3,8.3,33.3
"5033","Kerry",0,0,0,37.5,62.5
"5034","Kerry",0,0,10,50,40
"5035","Kerry",0,8.3,25,25,41.7
"5036","Kerry",17.9,7.1,14.3,17.9,42.9
"5037","Kerry",13,0,8.7,21.7,56.5
"5038","Kerry",0,20,0,53.3,26.7
"5039","Kerry",0,18.2,27.3,27.3,27.3
"5040","Kerry",0,0,20,20,60
"5041","Kerry",8,4,20,32,36
"5042","Kerry",4.3,8.7,17.4,26.1,43.5
"5043","Kerry",9.1,0,27.3,0,63.6
"5044","Kerry",15.4,3.8,7.7,38.5,34.6
"5045","Kerry",12.9,16.1,6.5,32.3,32.3
"5046","Kerry",27.6,3.4,6.9,24.1,37.9
"5047","Kerry",5.6,11.1,5.6,33.3,44.4
"5048","Kerry",5,20,5,40,30
"5049","Kerry",7.1,7.1,21.4,35.7,28.6
"5050","Kerry",6.3,0,43.8,18.8,31.3
"5051","Kerry",6.3,12.5,6.3,25,50
"5052","Kerry",10.5,10.5,15.8,42.1,21.1
"5053","Kerry",10,20,0,30,40
"5054","Kerry",0,8.3,8.3,50,33.3
"5055","Kerry",11.1,0,0,33.3,55.6
"5056","Kerry",17.6,0,5.9,23.5,52.9
"5057","Kerry",15.8,5.3,15.8,31.6,31.6
"5058","Kerry",4.8,4.8,14.3,14.3,61.9
"5059","Kerry",0,9.1,18.2,45.5,27.3
"5060","Kerry",7.1,0,0,50,42.9
"5061","Kerry",23.1,15.4,7.7,7.7,46.2
"5062","Kerry",16.7,13.3,26.7,36.7,6.7
"5063","Kerry",10,3.3,10,36.7,40
"5064","Kerry",0,14.3,7.1,14.3,64.3
"5065","Kerry",4.8,14.3,9.5,38.1,33.3
"5066","Kerry",10.7,3.6,25,28.6,32.1
"5067","Kerry",0,10.5,52.6,21.1,15.8
"5068","Kerry",0,6.7,20,20,53.3
"5069","Kerry",0,4,8,40,48
"5070","Kerry",13,4.3,0,30.4,52.2
"5071","Kerry",0,0,20,0,80
"5072","Kerry",8.8,2.9,23.5,20.6,44.1
"5073","Kerry",5.3,0,26.3,21.1,47.4
"5074","Kerry",24,12,12,4,48
"5075","Kerry",13,17.4,0,21.7,47.8
"5076","Kerry",10.5,0,21.1,34.2,34.2
"5077","Kerry",6.3,6.3,0,43.8,43.8
"5078","Kerry",0,0,43.8,25,31.3
"5079","Kerry",7.7,0,3.8,19.2,69.2
"5080","Kerry",4,12,12,28,44
"5081","Kerry",13.3,6.7,46.7,26.7,6.7
"5082","Kerry",10,5,25,15,45
"5083","Kerry",13.3,3.3,23.3,30,30
"5084","Kerry",10.3,10.3,17.9,35.9,25.6
"5085","Kerry",7.7,7.7,15.4,30.8,38.5
"5086","Kerry",7.1,17.9,25,46.4,3.6
"5087","Kerry",15.4,7.7,15.4,30.8,30.8
"5088","Kerry",0,5,5,40,50
"5089","Kerry",21.1,10.5,15.8,26.3,26.3
"5090","Kerry",0,7.1,14.3,42.9,35.7
"5091","Kerry",13.6,0,18.2,31.8,36.4
"5092","Kerry",9.1,0,27.3,18.2,45.5
"5093","Kerry",6.3,12.5,12.5,43.8,25
"5094","Kerry",7.7,7.7,11.5,30.8,42.3
"5095","Kerry",11.8,0,11.8,5.9,70.6
"5096","Kerry",11.8,5.9,5.9,17.6,58.8
"5097","Kerry",11.1,7.4,14.8,37,29.6
"5098","Kerry",4.3,8.7,17.4,34.8,34.8
"5099","Kerry",4.3,4.3,30.4,43.5,17.4
"5100","Kerry",20,15,20,15,30
"5101","Kerry",0,11.9,9.5,28.6,50
"5102","Kerry",3.3,6.7,20,40,30
"5103","Kerry",8.3,11.1,19.4,36.1,25
"5104","Kerry",9.7,6.5,29,29,25.8
"5105","Kerry",5.6,0,22.2,38.9,33.3
"5106","Kerry",4.8,4.8,12.7,7.9,69.8
"5107","Kerry",5.3,0,36.8,36.8,21.1
"5108","Kerry",9.1,6.1,12.1,30.3,42.4
"5109","Kerry",2.6,7.9,23.7,34.2,31.6
"5110","Kerry",13.3,6.7,24.4,22.2,33.3
"5111","Kerry",4.2,0,25,41.7,29.2
"5112","Kerry",18.4,2.6,26.3,18.4,34.2
"5113","Kerry",0,7.1,21.4,21.4,50
"5114","Kerry",0,0,19.4,19.4,61.3
"5115","Kerry",9.3,4.7,34.9,27.9,23.3
"5116","Kerry",0,9.5,19,28.6,42.9
"5117","Kerry",7.7,0,11.5,23.1,57.7
"5118","Kerry",8.7,4.3,26.1,21.7,39.1
"5119","Kerry",20.8,12.5,12.5,41.7,12.5
"5120","Kerry",17.6,0,29.4,17.6,35.3
"5121","Kerry",12.5,0,12.5,25,50
"5122","Kerry",0,6.7,26.7,26.7,40
"5123","Kerry",7.1,10.6,48.7,21.2,12.4
"5124","Kerry",0,0,16.7,22.2,61.1
"5125","Kerry",12.1,15.2,15.2,27.3,30.3
"5126","Kerry",0,3.8,30.8,23.1,42.3
"5127","Kerry",11.4,8.6,14.3,28.6,37.1
"5128","Kerry",0,0,41.7,8.3,50
"5129","Kerry",0,0,22.2,50,27.8
"5130","Kerry",0,0,7.7,30.8,61.5
"5131","Kerry",25,5,20,15,35
"5132","Kerry",16.7,8.3,16.7,50,8.3
"5133","Kerry",11.8,0,52.9,11.8,23.5
"5134","Kerry",21.4,4.8,45.2,21.4,7.1
"5135","Kerry",10,5,30,35,20
"5136","Kerry",4,8,12,44,32
"5137","Kerry",21.1,0,21.1,15.8,42.1
"5138","Kerry",0,17.6,5.9,47.1,29.4
"5139","Kerry",11.8,17.6,8.8,29.4,32.4
"5140","Kerry",5.9,5.9,17.6,29.4,41.2
"5141","Kerry",3.7,3.7,22.2,44.4,25.9
"5142","Kerry",8.8,5.9,5.9,26.5,52.9
"5143","Kerry",4.8,4.8,38.1,23.8,28.6
"5144","Kerry",10.8,10.8,18.9,32.4,27
"5145","Kerry",10.4,6.3,29.2,31.3,22.9
"5146","Kerry",16.2,16.2,18.9,43.2,5.4
"5147","Kerry",17.5,11.1,38.1,25.4,7.9
"5148","Kerry",3.8,7.7,19.2,42.3,26.9
"5149","Kerry",4.3,8.7,26.1,43.5,17.4
"5150","Kerry",0,23.1,57.7,11.5,7.7
"5151","Kerry",10.3,0,31,44.8,13.8
"5152","Kerry",10.8,8.1,51.4,16.2,13.5
"5153","Kerry",3.6,25,50,14.3,7.1
"5154","Kerry",3,6.1,12.1,18.2,60.6
"5155","Kerry",0,0,18.8,37.5,43.8
"5156","Kerry",0,4,21.3,26.7,48
"5157","Kerry",3.4,6.9,17.2,41.4,31
"5158","Kerry",1.1,0.6,6.8,13.6,77.8
"5159","Kerry",6.3,12.5,62.5,12.5,6.3
"5160","Kerry",0,0,14.1,12,73.9
"5161","Kerry",0,3.6,7.1,32.1,57.1
"5162","Kerry",2.9,0,11.8,23.5,61.8
"5163","Kerry",2.8,0,19.4,27.8,50
"5164","Kerry",5.7,0,11.4,22.9,60
"5165","Kerry",1.2,2.4,9.8,25.6,61
"5166","Kerry",4.2,4.2,20.8,16.7,54.2
"5167","Kerry",11.1,11.1,44.4,22.2,11.1
"5168","Kerry",5.3,10.5,10.5,36.8,36.8
"5169","Kerry",17.4,13,21.7,34.8,13
"5170","Kerry",0,0,5.3,21.1,73.7
"5171","Kerry",0,0,58.3,16.7,25
"5172","Kerry",5.9,0,29.4,47.1,17.6
"5173","Kerry",3.8,19.2,26.9,19.2,30.8
"5174","Kerry",1.4,2.8,8.5,42.3,45.1
"5175","Kerry",11.1,5.6,22.2,8.3,52.8
"5176","Kerry",8.1,8.1,13.5,43.2,27
"5177","Kerry",5.9,11.8,17.6,23.5,41.2
"5178","Kerry",16.7,5.6,50,5.6,22.2
"5179","Kerry",6.7,6.7,26.7,26.7,33.3
"5180","Kerry",18.2,9.1,9.1,36.4,27.3
"5181","Kerry",11.5,0,23.1,30.8,34.6
"5182","Kerry",9.1,9.1,36.4,9.1,36.4
"5183","Kerry",14.3,14.3,57.1,14.3,0
"5184","Kerry",0,7.1,17.9,46.4,28.6
"5185","Kerry",0,8.1,18.9,35.1,37.8
"5186","Kerry",17.6,17.6,26.5,26.5,11.8
"5187","Kerry",0,16.7,50,0,33.3
"5188","Kerry",3.1,0,18.8,25,53.1
"5189","Kerry",8.3,8.3,58.3,8.3,16.7
"5190","Kerry",14.3,0,28.6,57.1,0
"5191","Kerry",6.7,3.3,13.3,23.3,53.3
"5192","Kerry",0,4.5,13.6,31.8,50
"5193","Kerry",19.4,5.6,8.3,47.2,19.4
"5194","Kerry",16.7,5.6,22.2,11.1,44.4
"5195","Kerry",7.7,11.5,19.2,26.9,34.6
"5196","Kerry",5.6,11.1,16.7,33.3,33.3
"5197","Kerry",0,0,0,18.2,81.8
"5198","Kerry",5,10,5,55,25
"5199","Kerry",21.4,7.1,14.3,21.4,35.7
"5200","Kerry",11.1,11.1,11.1,33.3,33.3
"5201","Kerry",22.2,5.6,11.1,38.9,22.2
"5202","Kerry",10.8,10.8,16.2,24.3,37.8
"5203","Kerry",3.1,12.5,6.3,21.9,56.3
"5204","Kerry",0,0,20,33.3,46.7
"5205","Kerry",16.7,16.7,33.3,30,3.3
"5206","Kerry",5,5,5,40,45
"5207","Kerry",18.8,6.3,6.3,25,43.8
"5208","Kerry",20,0,10,15,55
"5209","Kerry",12.5,2.5,7.5,27.5,50
"5210","Kerry",9.1,9.1,63.6,9.1,9.1
"5211","Kerry",8.7,8.7,17.4,21.7,43.5
"5212","Kerry",0,9.5,23.8,28.6,38.1
"5213","Kerry",0,7.1,21.4,42.9,28.6
"5214","Kerry",0,9.1,13.6,31.8,45.5
"5215","Kerry",12,0,24,32,32
"5216","Kerry",8.1,10.8,13.5,21.6,45.9
"5217","Kerry",13.3,0,26.7,20,40
"5218","Kerry",27.3,12.1,30.3,30.3,0
"5219","Kerry",21.1,10.5,23.7,18.4,26.3
"5220","Kerry",4.1,1.4,9.5,16.2,68.9
"5221","Kerry",0,18.8,18.8,25,37.5
"5222","Kerry",13.2,13.2,11.8,32.4,29.4
"5223","Kerry",6.9,10.3,10.3,51.7,20.7
"5224","Kerry",0,5.3,5.3,52.6,36.8
"5225","Kerry",0,6.7,53.3,13.3,26.7
"5226","Kerry",10,5,25,25,35
"5227","Kerry",6.9,13.8,13.8,24.1,41.4
"5228","Kerry",9.7,6.5,12.9,41.9,29
"5229","Kerry",10.5,5.3,5.3,31.6,47.4
"5230","Kerry",9.1,0,0,13.6,77.3
"5231","Kerry",0,0,20,40,40
"5232","Kerry",2.9,8.6,17.1,28.6,42.9
"5233","Kerry",4.3,0,21.7,43.5,30.4
"5234","Kerry",9.1,12.1,18.2,33.3,27.3
"5235","Kerry",11.9,7.1,11.9,33.3,35.7
"5236","Kerry",21.9,3.1,28.1,28.1,18.8
"5237","Kerry",0,0,15,15,70
"5238","Kerry",5.6,5.6,33.3,16.7,38.9
"5239","Kerry",10.7,10.7,17.9,25,35.7
"5240","Kerry",17.4,8.7,17.4,17.4,39.1
"5241","Kerry",9.5,9.5,23.8,42.9,14.3
"5242","Kerry",16.7,16.7,25,16.7,25
"5243","Kerry",7.1,7.1,4.8,28.6,52.4
"5244","Kerry",8.2,4.1,8.2,38.8,40.8
"5245","Kerry",9.7,3.2,16.1,48.4,22.6
"5246","Kerry",6.3,6.3,14.6,33.3,39.6
"5247","Kerry",11.8,17.6,0,41.2,29.4
"5248","Kerry",5.3,15.8,10.5,26.3,42.1
"5249","Kerry",4.2,4.2,12.5,8.3,70.8
